# spec/vocabulary-sources.tsv — machine-readable half of spec/syntax-style.md
#
# One row per registered OPTION KEY, per POSITIONAL value shape, and per
# KEYWORD spelling. Tab-separated; lines beginning with "#" are comments;
# the first non-comment line is the header row.
#
# Every `shape` and `accepted_syntax` value below was derived by RUNNING the
# reference parser (editor/figdown.html @ 0.1), not from prose. Where
# a genre document or core.md disagrees with the parser, the row records the
# PARSER and the disagreement is listed in syntax-style.md §10.
#
# THE `source` COLUMN WAS RE-DERIVED. Every attribution
# below was checked against the PRIMARY source — the standard's own grammar,
# schema or reference text — and the row records the quote or the negative.
# The previous revision was wrong in BOTH directions: it marked ~87 of ~124
# rows `FigDown` including `node`, `edge`, `group`, `shape`, `style`, `title`,
# `table`, `cell`, `bitfield` and `gap`, all of which ARE borrowed; and it
# attributed `numbering` and `src`/`dst` to IETF, which no IETF document
# supports. Rows whose attribution moved carry `ATTRIBUTION CORRECTED
# 0.1` in `exception_reason`; rows where the rename moved AWAY from an
# attested spelling say so in capitals (there are exactly two: `plane` and
# `field.conditional`).
#
# COLUMNS
#   key               row id WITHIN its `kind`; the table's primary key is the
#                     pair (kind, key). FIVE spellings appear once as an option
#                     and once as a keyword — `class` `gap` `layer` `routing`
#                     `width` — which is a fact about the language, not a
#                     duplicate row. `layer` is retired in both namespaces and
#                     `routing` is WITHDRAWN in both (`EDGE-GEOMETRY-CONSTRUCTS`); both
#                     still occupy two rows apiece, for the same reason every
#                     other retired spelling does — the engine owes each
#                     registration its own named diagnostic.
#                     Option keys use the bare spelling; a key
#                     that carries two value shapes or two registration kinds
#                     is split as `<key>.<directive>`. Positionals use
#                     `<directive>.<slot>`. Keywords use the bare keyword
#                     (`|` is spelled `pipe`).
#                     A RETIRED spelling keeps its own row, so the table is
#                     also the retirement registry: `layer` appears once as a
#                     retired keyword and once as a retired option key, which
#                     is the same fact about the language that the live
#                     `plane`/`plane=` pair records.
#                     A WITHDRAWN spelling keeps its row too, and 0.1
#                     (`EDGE-GEOMETRY-CONSTRUCTS`) is the first case: `path` and `routing` and the
#                     option keys `points=` `tailport=` `headport=` `routing=`
#                     were removed from the language rather than renamed, so
#                     their rows carry status `retired` with NO successor to
#                     point at — the one thing that distinguishes a withdrawal
#                     from every other retirement in this table.
#                     Deleting them was considered and REJECTED, and the reason
#                     is worth having on the record: three of the rows here
#                     (`word`, `pin`, and `via`/`src`/`dst`) cite the withdrawn
#                     attributions as standing precedent, core §10 keeps all six
#                     REGISTERED as retired diagnostics because a registration
#                     counts whether or not it has a live acceptor, and the
#                     engine still owes each one a named diagnostic. A table
#                     that is the retirement registry cannot drop the entries
#                     that make it one. The COUNTS below therefore count LIVE
#                     registrations only, exactly as they did before — a
#                     withdrawn row is present and uncounted, like every retired
#                     row beside it.
#   kind              option | positional | keyword | mark
#                     `mark` entered the table. syntax-style.md
#                     §11 promises this file is "the machine-readable half of
#                     the punctuation scheme", and until then that promise held
#                     for KEYS and VALUE SHAPES only: §1 is about MARKS, and
#                     `#` `;` `"` `\` `,` `( )` `[ ]` `..` `^^` `||` had no
#                     rows at all. A mark row's `key` is the mark's NAME (the
#                     characters themselves are not safe TSV primary keys), its
#                     `source_spelling` is the literal mark, and its
#                     `accepted_syntax` states the mark's ROLE and where it is
#                     ordinary text. Marks are not counted in the option-key or
#                     keyword totals below — they are a fourth namespace, not
#                     more members of the first three.
#   source            the standard the SPELLING is borrowed from:
#                     SVG CSS DOT IETF ISO GFM multimd Mermaid D2 WaveDrom
#                     HTML C ECharts Grafana Highcharts FigDown
#                     (`Mermaid D2 WaveDrom HTML C` extend the enum named in
#                     the style-guide brief; see syntax-style.md §4.1 — the
#                     genre docs cite all five and none is expressible as one
#                     of the eight. `ECharts` was added for the
#                     two chart rows: no member of the older enum has any
#                     charting primitive at all, and recording the chart
#                     vocabulary as coined would have been false.
#                     `Grafana` and `Highcharts` were added for
#                     the two scalar-marker rows: no member of the older enum
#                     has a threshold or a value-band primitive at all, and
#                     both were recorded as coined, which was false in both
#                     cases. FigDown = coined by this project.)
#                     Two VALUE SETS come from standards outside the enum and
#                     are recorded in `conflicts` rather than in `source`,
#                     because the KEY they sit under is coined here:
#                     `numbering=lsb0|msb0` is Accellera SystemRDL 2.0's, and
#                     `type=bar3d` is matplotlib's exact spelling.
#                     `ISO` entered the table (`FLOWCHART-ROLE-KEYWORDS`) with three
#                     rows: the flowchart role keywords `process`, `decision`
#                     and `terminator`, taken whole from ISO 5807. Until then
#                     no ISO vocabulary was borrowed, because `shape=` is
#                     purely geometric (`SHAPE-ENUM-VOCABULARY`/`EXTERNAL-EDGE-ENDPOINTS`) and the role vocabulary had
#                     not been designed. ISO 5807's symbol vocabulary is
#                     Process, Decision, Predefined process, Manual operation,
#                     Preparation, Parallel mode, Loop limit, Data, Stored
#                     data, Manual input, Document, Line, Control transfer,
#                     Communication link and Dashed line, plus Terminator
#                     (§9.4.2) — SIXTEEN names, twelve of them stage symbols
#                     and four line symbols. FigDown borrows THREE stage roles
#                     plus `flowline` for the Line, and records the rest as
#                     excluded with measured evidence (genres/flowchart.md
#                     §Roles, *What is excluded*): the two-word names fail
#                     `GENRE-DOCUMENT-CONTRACT` §6(a), and the media symbols have no corpus demand.
#                     The symbol-by-symbol COVERAGE view (spelled / partial /
#                     gap, with the measurement that would close each gap) is
#                     the project’s working record, added 0.2 (`BARE-NODE-MEANING`).
#                     THE LIST IS THIS REPOSITORY'S RECORD, NOT A READING of
#                     the standard: it contains no Connector, no Comment and
#                     no Ellipsis row, and whether ISO 5807 defines them is
#                     UNKNOWN rather than no.
#                     ONE VERIFICATION IS OPEN: ISO 5807 §9.4.2 was not
#                     available (paywall; pp. 1-8 of 25 only), so the spelling
#                     `terminator` rests on draw.io, Visio and secondary
#                     sourcing, against ANSI X3.5-1970 and Mermaid which say
#                     `Terminal`. `Z-ORDER-KEY-NAMING` decides it once the clause is read.
#   source_spelling   how that standard spells it (`-` when coined here)
#   shape             point | point-list | scalar-px | scalar-percent |
#                     scalar-int | scalar-number | enum | enum-or-point |
#                     colour | range | id-ref | id-ref-list | string |
#                     string-list | flag | none | mark
#                     (`mark` is the shape of every `kind=mark` row and of no
#                     other row: a mark has a ROLE, not a value grammar.)
#                     (`scalar-number` and `enum-or-point` extend the enum
#                     named in the brief; see syntax-style.md §11.)
#   accepted_syntax   what the parser accepts, as a regex or literal set
#   status            normative | experimental | retired
#                     (`scheduled-rename` was a fourth value until this release;
#                     every row that carried it has now either been renamed or
#                     ruled to keep its spelling, so the value is gone and no
#                     row may reintroduce it — a scheduled rename is a rename
#                     that has not happened, which is exactly the state this
#                     table exists to make impossible to leave lying around)
#   conflicts         a foreign standard that spells this differently or
#                     means something else by it; `-` if none known
#   exception_reason  NON-EMPTY only where the row breaks a rule stated in
#                     syntax-style.md; names the rule and the release
key	kind	source	source_spelling	shape	accepted_syntax	status	conflicts	exception_reason
pin	keyword	DOT	pin	none	single-valued per id; carries `at=` and/or `width=`/`height=`, at least one of the three REQUIRED (`ELEMENT-GEOMETRY-DIRECTIVE` — the merge that retired `size`)	normative	DOT ALSO spells the coordinate itself `pos=`; FigDown spells that `at=`. DOT spells a node's EXTENT with the separate `width`/`height` node attributes; FigDown carries both halves on the one `pin` line	ATTRIBUTION CORRECTED 0.1: was `FigDown`. Recorded as an EXACT concept match until this release, and DOWNGRADED TO A MODERATE BORROW there (`ELEMENT-GEOMETRY-DIRECTIVE`): Graphviz `pin` is POSITION-ONLY — "Keeps the node at the node's given input position … prevents the node from moving from the input position" — while FigDown's `pin` now ALSO carries EXTENT, because `width=`/`height=` moved onto it. The placement half still matches word for word; the extent half is FigDown's own widening of the object: same word, adjacent object. MODERATE borrow — and the ONLY one in the table. The row this sentence used to compare itself to was `path` (SVG `<path>` = a shape outline, FigDown's = an edge route: the same shape of borrow), and `EDGE-GEOMETRY-CONSTRUCTS` withdrew `path` from the language, so the comparison is stated in full here instead of by cross-reference. NB this is NOT Visio's PinX/PinY, which is the CENTRE of rotation (core §3).
path	keyword	SVG	path	none	no acceptor; named diagnostic. Spelled `route` until this release (one typo from `routing`); WITHDRAWN (`EDGE-GEOMETRY-CONSTRUCTS`).	retired	SVG's `<path>` is a SHAPE OUTLINE ("Paths represent the outline of a shape"); FigDown's was an edge route — same word, adjacent object. CSS `offset-path` ("a geometrical path the box gets positioned on") corroborated the route sense.	ATTRIBUTION CORRECTED 0.1: was `FigDown`. MODERATE borrow, and the LAST one in the table until `pin` inherited that description. The withdrawal also RELEASES the spelling: `path` belongs to no namespace now, so a future genre may claim it under `GENRE-VOCABULARY-OBLIGATION` through the `NEW-CONSTRUCT-EVIDENCE-GATE` gate — which is what closed core §9 `EDGE-GEOMETRY-CONSTRUCTS`, whose sharpest case was that POSIX / ISO 9945 spells a filesystem pathname `path` and RULE 4.1 would have REQUIRED a tree genre to use a word `LAYOUT-ZONE-NAMESPACE` had made permanently unavailable. WITHDRAWN, not renamed, (`EDGE-GEOMETRY-CONSTRUCTS`): the diagnostic names NO replacement spelling, because there is none. The correct action is to DELETE the line, and deleting it changes the rendered output (the edge falls back to auto layout), which is why tools/migrate-figdown.js REPORTS these lines and does not rewrite them. Evidence: decisions/registry.md (216 graded claims, 77% quoted); decision: spec/migrations.md 0.1; the requirement it served: spec/core.md §9 `EDGE-IDENTITY-AND-GEOMETRY`. The row is KEPT — the same convention `via`/`src`/`dst`/`size`/`boundary` sit under — because the diagnostic is live and the source attribution is the evidence other rows cite.
routing	keyword	FigDown	-	none	no acceptor; named diagnostic. Was single-valued per document; WITHDRAWN (`EDGE-GEOMETRY-CONSTRUCTS`).	retired	Graphviz spells the CONCEPT `splines` (its own acknowledged misnomer); mxGraph spells it `edgeStyle` (camelCase, and it collides with `style=`). No standard spells the keyword `routing`.	A COINAGE, kept with the reasoning recorded (`EDGE-LINE-SHAPE-KEYWORD`) and withdrawn. Like `path`, the spelling is RELEASED — it was the second word core §9 `EDGE-GEOMETRY-CONSTRUCTS` recorded as a general-purpose word a general-purpose standard had spent. WITHDRAWN, not renamed, (`EDGE-GEOMETRY-CONSTRUCTS`): the diagnostic names NO replacement spelling, because there is none. The correct action is to DELETE the line, and deleting it changes the rendered output (the edge falls back to auto layout), which is why tools/migrate-figdown.js REPORTS these lines and does not rewrite them. Evidence: decisions/registry.md (216 graded claims, 77% quoted); decision: spec/migrations.md 0.1; the requirement it served: spec/core.md §9 `EDGE-IDENTITY-AND-GEOMETRY`. The row is KEPT — the same convention `via`/`src`/`dst`/`size`/`boundary` sit under — because the diagnostic is live and the source attribution is the evidence other rows cite.
size	keyword	DOT	size	none	no acceptor; named diagnostic -> `pin` (`ELEMENT-GEOMETRY-DIRECTIVE`)	retired	DOT scopes `size` to the GRAPH ("Maximum width and height of drawing, in inches") and sizes nodes with `width`/`height`; CSS's only `size` is the `@page` descriptor	RETIRED 0.1 (`ELEMENT-GEOMETRY-DIRECTIVE`) as a MERGE, not a rename: the keys moved ONTO `pin` (`pin <id> at=(x,y) width=<W> height=<H>`), so the named diagnostic spells a whole LINE and not just a word — `size a width=100` migrates to `pin a width=100`, folded into the id's existing `pin` line where it has one. The nodes-only constraint this keyword carried now sits on the `width=`/`height=` OPTION rows, not on `pin.id`, because `pin` itself still places groups and `external` endpoints. History: ATTRIBUTION CORRECTED 0.1 (was `FigDown`; LOOSE borrow — same spelling for the width-and-height pair, different scope), and the retirement removes that scope mismatch, since DOT's own per-node extent is `width`/`height`, which is exactly what FigDown now spells.
node	keyword	DOT	node	none	scene participant; genres `block` / `topology` / `flowchart` — `statechart` spells it `state` (`GENRE-NODE-SPELLING`)	normative	Mermaid and D2 have no `node` token (a bare id declares)	ATTRIBUTION CORRECTED 0.1: the previous row claimed DOT has no `node` keyword. It does — DOT grammar `attr_stmt : ( graph | node | edge ) attr_list`, and "The keywords node, edge, graph, digraph, subgraph, and strict are case-independent." 0.2 (`GENRE-CONNECTOR-SPELLING`): `node` STAYS in `flowchart` deliberately. 0.2 (`BARE-NODE-MEANING`) CORRECTS the reason recorded here: `node` under `flowchart` means THE SOURCE DOES NOT STATE THE ROLE — the transcriber's case, and permanent, because ISO 5807 is a drawing standard with no "unclassified" while FigDown separates role from geometry. It is NOT a stand-in for an ISO symbol the genre has not implemented; that is a COVERAGE GAP recorded in the project’s working record, and the interim for it is `node` PLUS a comment naming the ISO symbol. `node` does NOT stay in `statechart`, which has exactly one kind of node and so has nothing to leave unstated.
group	keyword	Mermaid	group	none	one nesting level in v0.1	normative	DOT's `group` is a NODE ATTRIBUTE meaning something else — "Name for a group of nodes, for bundling edges avoiding crossings"; DOT's container is `subgraph` (and `cluster` is a naming convention, not a language construct)	ATTRIBUTION CORRECTED 0.1: was `FigDown`. Mermaid architecture-beta has a literal `group` keyword declaring a container that nests services.
external	keyword	FigDown	-	none	external I/O endpoint, never drawn (`EXTERNAL-EDGE-ENDPOINTS`). Spelled `boundary` until this release (`EXTERNAL-ENDPOINT-NAMING`).	normative	-	COINED. The retired spelling was claimed by three standards for meanings that INVERT or displace this one — see the `boundary` row.
boundary	keyword	FigDown	-	none	no acceptor; named diagnostic -> `external` (`EXTERNAL-ENDPOINT-NAMING`)	retired	UML ECB «boundary» is an INTERNAL interface object; C4 `System_Boundary` is a dashed GROUPING CONTAINER (FigDown already spells that `group`); BPMN's Boundary Event is a third meaning	`UNSAFE-DEFAULT-ELIMINATION` pattern: the spec's own prose had already stopped using the word — §2.8's body says "declares an external I/O endpoint" and topology.md says "names something outside the figure's scope". Rejected alternatives: `actor` (UML implies a role played by a user or system) and `endpoint` (FigDown's own prose uses "endpoint" for an edge's two ends — an in-language collision).
edge	keyword	DOT	edge	none	scene relation; genres `block` / `topology` ONLY (`GENRE-CONNECTOR-SPELLING`/`GENRE-NODE-SPELLING`) — `flowchart` spells it `flowline`, `statechart` `transition`	normative	Mermaid and D2 write the operator with no keyword	ATTRIBUTION CORRECTED 0.1: was `FigDown`. Same DOT grammar production and keyword sentence as `node`. 0.2 (`GENRE-CONNECTOR-SPELLING`/`GENRE-NODE-SPELLING`): the spelling is now PER GENRE. `edge` is unchanged where it stands and is a NAMED line error in the two genres that renamed it.
flowline	keyword	ISO	Flowline	none	`flowline <a> [tail] <op> [head] <b>`; genre `flowchart` ONLY (`GENRE-CONNECTOR-SPELLING`) and language version `figdown 0.2` ONLY (`KEYWORD-RENAME-SCOPE` — under `figdown 0.1 flowchart` the connector is still `edge`, and `flowline` there is a line error naming the version; `edge` under 0.1 is supported until v1.0, since only a MAJOR version removes). Identical grammar, option keys and model to `edge`, which it REPLACES in this genre. 0.2 (`GENRE-CONNECTOR-SPELLING`).	experimental	DOT and FigDown-before-0.2 spell the connector `edge`; Mermaid and D2 write the operator with no keyword; UML calls the analogous thing a control flow. ISO 5807 is the only surveyed source that names the flowchart line at all.	SPELLING PENDING VERIFICATION — the SAME debt `terminator` carries and for the same reason: ISO 5807 was available only to p. 8 of 25, so the clause defining the linking symbol was not read. `flowline` rests on multiple independent secondary sources and on the term the flowchart domain demonstrably uses (draw.io, Visio, teaching texts). THE CRITERION APPLIED WAS DELIBERATELY "THE TERM THE DOMAIN USES", NOT RULE 4.1'S LETTER (the standard's exact orthography): the maintainer ruled that ISO-spelling verification does not decide this row. If the purchased clause spells it `Flow line` or `Flow direction`, `Z-ORDER-KEY-NAMING` decides the rename with a MIGRATIONS entry and a named diagnostic. This row does NOT claim a verified borrow.
transition	keyword	OMG	Transition	none	`transition <a> [tail] <op> [head] <b>`; genre `statechart` ONLY (`GENRE-NODE-SPELLING`), which needs `figdown 0.2`. Identical grammar, option keys and model to `edge`, which it REPLACES in this genre. 0.2 (`GENRE-NODE-SPELLING`).	experimental	DOT spells it `edge`; SCXML spells the element `<transition>`; Mermaid and D2 write the operator with no keyword. No surveyed source calls a state-machine arc an edge.	Source is OMG UML 2.5.1 §14 (StateMachines) — the FREE OMG edition, deliberately NOT ISO/IEC 19505, which is paywalled and is the older 2.4.1. UML 2.5.1 §14 defines Transition as a directed relationship between a source and a target vertex; the spelling is taken whole under `Z-ORDER-KEY-NAMING`/`GENRE-DOCUMENT-CONTRACT` §6(b).
state	keyword	OMG	State	none	`state <id> ["label"]`; genre `statechart` ONLY (`GENRE-NODE-SPELLING`). Identical option keys, id namespace, `shape=box` default and model to `node`, which it REPLACES in this genre; `role` stays ABSENT (there is one kind of node here, so there is no role to state). 0.2 (`GENRE-NODE-SPELLING`).	experimental	DOT spells the vertex `node`; SCXML spells the element `<state>`; Mermaid's stateDiagram declares a state with a bare id and no keyword. `state` is also an English word an author may want as an id — it is a KEYWORD only in line-initial position, exactly as `node` is.	Source is OMG UML 2.5.1 §14 — same free edition as `transition`, and the SINGLE standard both statechart words come from (never mix sources for one genre). Unlike `flowline` this row carries NO verification debt: the OMG edition is free and was read.
class	keyword	Mermaid	classDef	none	declares a semantic class; meaning REQUIRED	normative	CSS/HTML `class` is the JOIN side, which FigDown spells `class=`	the keyword and the option key are the two halves of one mechanism, not a collision
flow	keyword	FigDown	-	none	single-valued per document	normative	Mermaid spells it `flowchart TD` / `direction TB`; DOT `rankdir=`; D2 `direction`. CSS never uses `flow` for reading direction (its terms are `direction`, "inline base direction", "block flow direction"); HTML's `flow` is a content category. Verified negative — coined.	-
rank	keyword	DOT	rank=same	none	peer alignment	normative	-	-
process	keyword	ISO	Process	none	`process <id> ["label"]`; genre `flowchart` ONLY (`GENRE-NAMESPACE` `GENRE-NAMESPACE`). Desugars to `node` + role="process"; shape=box DERIVED. 0.1 (`FLOWCHART-ROLE-KEYWORDS`).	experimental	UML 2.x calls the atomic step `Action` and reserves `Activity` for the containing graph; BPMN calls it `Task` and uses `Process` for the whole graph — so `process` for the STEP is ISO's reading, not theirs.	-
decision	keyword	ISO	Decision	none	`decision <id> ["label"]`; genre `flowchart` ONLY. Desugars to `node` + role="decision"; shape=diamond DERIVED. 0.1 (`FLOWCHART-ROLE-KEYWORDS`).	experimental	UML spells it `DecisionNode` (two words under `GENRE-DOCUMENT-CONTRACT` §6(a)); BPMN spells it `Gateway`; Graphviz and Mermaid spell only the GEOMETRY (`diamond`, `diam`).	-
terminator	keyword	ISO	Terminator	none	`terminator <id> ["label"]`; genre `flowchart` ONLY. Desugars to `node` + role="terminator"; shape=rounded DERIVED. 0.1 (`FLOWCHART-ROLE-KEYWORDS`).	experimental	ANSI X3.5-1970 and Mermaid spell it `Terminal`; draw.io and Visio spell it `Terminator`. UML splits the concept in two (`InitialNode` / `ActivityFinalNode`).	SPELLING PENDING VERIFICATION: ISO 5807 §9.4.2 was behind a paywall (pp. 1-8 of 25 available), so `terminator` rests on draw.io, Visio and secondary sourcing. `Z-ORDER-KEY-NAMING` (take the standard's own spelling in full) decides it once the clause is read; if ISO says `Terminal`, this is renamed with a MIGRATIONS entry and a named diagnostic. Second open verification: ISO 5807 §10 (Conventions) and §11 (the consolidated table) were also unavailable — if either defines symbols by DRAWN FORM, the ISO-as-role-standard reading that justified all three rows must be revisited.
guide	keyword	FigDown	-	none	no acceptor; named diagnostic at line start. RETIRED (`THRESHOLD-KEYWORD-SPELLING`) in favour of `threshold`. Spelled `line` until this release (collided with the model's `line` field), so the message names the CURRENT keyword from either starting point.	retired	the retirement REASON is a positive attestation elsewhere, not a negative here: in Illustrator, Inkscape, Figma and draw.io a "guide" is an author-only construction line that is NEVER rendered, while FigDown's is drawn output — an INVERTED name (`UNSAFE-DEFAULT-ELIMINATION`). No counter-example was found where "guide" names rendered output.	this row is the one place the `SIZE-AND-DIRECTION-KEY-NAMING` coinage rule was violated without a filed justification; the 0.1 rename converts it into a borrow
threshold	keyword	Grafana	threshold	none	`threshold "<label>" in=<node|group> offset=<0..100>%`; the label is mandatory and quoted, the `%` is mandatory. NO `value=` and NO `ref=` (`THRESHOLD-VALUE-SCOPE`): zero corpus figures carry a literal numeric value — every reference is a named software-configurable register, and the name already lives in the label.	experimental	VERIFIED against Grafana's own docs: the feature is called "thresholds" and its "Show thresholds" option offers "As lines", "As filled regions" and "As filled regions and lines" — FigDown's marker + region pair, split the same way. SECONDARY: IETF RED/AQM — RFC 2309 says "Two RED parameters, minth (minimum threshold) and maxth (maximum threshold)", and RFC 7567 "an AQM algorithm configured with a threshold"; this is exactly what the corpus's WRED figures transcribe. `level` was rejected on three collisions (downstream `_LEVEL`/`_LVL` registers mean a profile INDEX; the corpus's threshold tables head the ordinal column `Level (high → low)` and the value column `Threshold`; ISO 80000-3 defines level as the LOGARITHM of a quantity ratio). `watermark` was rejected on coverage.	-
band	keyword	Highcharts	plotBands	none	`band "<label>" <pct>% | <a>..<b>% in=<node|group> [extend=]`. The label became MANDATORY and quoted (`BAND-LABEL-STATUS`); the RANGE separator moved off the hyphen onto `..` (`RANGE-SPELLING`) and this cell said `<a>-<b>%` until this release. Spelled `fill` until this release.	experimental	ATTRIBUTION CORRECTED 0.1: was `FigDown`. VERIFIED against the Highcharts API reference — `plotBands` is "An array of colored bands stretching across the plot area marking an interval on the axis", and its sibling `plotLines` is "An array of lines stretching across the plot area, marking a specific value on one of the axes": ONE vocabulary supplying the same marker + region pair FigDown has. Tableau corroborates with "Reference Lines, Bands, Distributions, and Boxes". Grafana names the region half "filled regions" rather than a band, which is why `threshold` is sourced there and `band` here.	`fill` is now a RETIRED keyword and a LIVE option key — the declared `UNSAFE-DEFAULT-ELIMINATION` exception (core.md §10)
bundle	keyword	FigDown	-	none	topology's own vocabulary (`DOMAIN-VOCABULARY-PREFERENCE`); the ring is derived	experimental	verified negative as a keyword everywhere checked; DOT's `group` attribute description contains "for bundling edges" — a concept cousin under a different spelling	-
plane	keyword	FigDown	-	none	declares the only legal values of `plane=`. Spelled `layer` until this release (`PLANE-KEYWORD-SPELLING`).	experimental	-	COINED — see the `plane` OPTION row for the five incompatible attestations of `layer`.
layer	keyword	DOT	layer	none	no acceptor; named diagnostic -> `plane` (`PLANE-KEYWORD-SPELLING`)	retired	Graphviz layers are separate OUTPUT OVERLAYS ("The graph is then output in separate layers"); mxGraph layers are containment parents; Inkscape layers can carry a transform; OGC WMS layers carry an SRS; CSS `@layer` is cascade priority; SVG has none	The rename also removes the `layout`/`layer` near-miss core §10 recorded.
bitfield	keyword	WaveDrom	bitfield	none	nested-genre opener	normative	Mermaid's equivalent diagram is named `packet`: REJECTED — a `header`-class name is a 49% defect against the corpus, which also draws frames, tags, shims and registers. `structure`: REJECTED — UML 2.5.1 Annex A publishes "Structure Diagrams" as one of the two top-level diagram categories, and what UML/SysML classify there is what FigDown's own `block` genre draws, so the name would invert inside FigDown's own namespace; DIN 66261 "structogram" is CONTROL FLOW; VHDL/Verilog "structural" is a netlist; and Kaitai Struct, the one tool in this domain named "Struct", is BYTE-oriented by default, so a domain reader's granularity guess goes the wrong way. The decisive measurement: 422 labelled bitfield blocks, and 100% of those that set a row width set it in BITS — zero declare a byte or word count.	The JSON form is anonymous; the name is the RENDERER's — github.com/wavedrom/bitfield, npm `bit-field`, CLI `npx bit-field`. Spelling note corrected 0.1. | CONTAINER/MEMBER ASYMMETRY, recorded 0.1 (`BITFIELD-GENRE-NAMING`): the GENRE name is WaveDrom's, where `bitfield` names the DIAGRAM (github.com/wavedrom/bitfield, "bit field diagram renderer"); the CHILD keyword `field` is C's and the IETF's word for the MEMBER (ISO/IEC 9899 §6.7.2.1, where C's container word is `struct`). FigDown deliberately does NOT follow C for the container, because `struct`/`structure` is disqualified above. Two sources, one for the figure and one for the member, is the `GENRE-DOCUMENT-CONTRACT` §6(e) split: a genre is named after the FIGURE KIND, a construct after the thing it is.
table	keyword	HTML	table	none	nested-genre opener	normative	-	ATTRIBUTION CORRECTED 0.1: was `FigDown`. "The table element represents data with more than one dimension, in the form of a table." Corroborated by CSS 2.1 §17.2 (`display: table`) and GFM.
timing	keyword	JEDEC/UML	Timing Diagram	none	nested-genre opener; genre `timing`	experimental	WaveDrom's own tagline for this figure is "Digital Timing Diagram"; "timing diagram" is the datasheet/JEDEC term for it; UML 2.5.1's Timing Diagram is the SAME concept (a lifeline's state over time drawn as a waveform), so this is correct reuse under core §10, not a collision. `timing` was unregistered in FigDown before this release.	ATTRIBUTION CORRECTED 0.1 (`TIMING-GENRE-NAMING`). The genre was spelled `wave` until then, and that row attributed the FIGURE to WaveDrom's spelling `wave` — but in WaveJSON `signal` is the ROOT object and `wave` is a PROPERTY of one signal (row `signal.lane` above), so FigDown had named a figure kind after a per-lane member key and left WaveDrom's own figure name unused. `GENRE-DOCUMENT-CONTRACT` §6(e): a genre is named after the established name of the FIGURE KIND, never after a construct inside it.
wave	keyword	WaveDrom	wave	none	no acceptor; named diagnostic -> `timing` (`TIMING-GENRE-NAMING`), in BOTH positions: the header genre token and the block opener	retired	the spelling is WaveDrom's MEMBER KEY for a signal's lane string, not its name for the figure — see row `signal.lane`	RETIRED 0.1 (`TIMING-GENRE-NAMING`). The rename FREES `wave` for the lane, where WaveJSON puts it.
chart	keyword	ECharts	chart	none	not a genre; maps a `table` to a chart. Spelled `plot` until this release (`CHART-BLOCK-NAMING`).	experimental	Inside the pre-0.1 source enum only Mermaid attests it, and only as the head of a compound (`xychart`, `quadrantChart`); OOXML has `c:chart`. Vega/Vega-Lite say "visualization", matplotlib says Figure/Axes.	ECharts extends the source enum (header note). Chart.js corroborates with a constructor literally named `Chart`.
plot	keyword	FigDown	-	none	no acceptor; named diagnostic -> `chart` (`CHART-BLOCK-NAMING`)	retired	gnuplot's `plot`/`splot` are COMMANDS ("the primary commands for drawing plots") — which is the defect: an imperative where every other block opener is a noun, the exact reason `render` was retired	-
field	keyword	C	bit-field	none	`bitfield` child only	normative	WaveDrom's JSON uses `name`/`bits`	-
break	keyword	CSS	break-before	none	`bitfield` child only; row break, presentation-only. Spelled `wrap` until this release (`ROW-BREAK-NAMING`).	normative	HTML corroborates with `<br>` ("The br element represents a line break"); troff `.br`; LaTeX `\\`. The domain-nearest tools have no equivalent: bytefield-svg has `next-row` plus an auto-wrap, WaveDrom's bitfield has only `--lanes`.	CSS Fragmentation §4.3: "A forced break is one explicitly indicated by the style sheet author", and `break-before`/`break-after` apply to "table row groups, table rows".
wrap	keyword	CSS	flex-wrap / textarea wrap	none	no acceptor; named diagnostic -> `break` (`ROW-BREAK-NAMING`)	retired	in CSS and HTML `wrap` is AUTOMATIC reflow — a MODE (`flex-wrap`, `<textarea wrap>`) — while this directive is an EXPLICIT break, an EVENT. Same inverted-prior failure shape as the retired `color=`.	-
cell	keyword	GFM	cell	none	`table` child only	normative	HTML `<td>` ("represents a data cell in a table"), CSS `table-cell` and MultiMarkdown all corroborate	ATTRIBUTION CORRECTED 0.1: was `FigDown`. GFM §4.10: "Each row consists of cells containing arbitrary text … separated by pipes." GFM chosen over HTML so this row and `pipe` share one source.
width	keyword	SVG	width	none	`table` child only; spelled `colw` until this release (the last invented abbreviation)	normative	the `width=` option key on `pin` (on `size` until this release, `ELEMENT-GEOMETRY-DIRECTIVE`) — same concept, deliberately the same spelling (`SIZE-AND-DIRECTION-KEY-NAMING`)	value grammar differs from `width=`; unified 0.1
signal	keyword	WaveDrom	signal	none	`timing` child only	experimental	-	-
gap	keyword	WaveDrom	| ("Spacers and Gaps")	none	`timing` child only; a time break	experimental	the `gap=` option key on `group` — a different concept under one spelling (timing.md:128-134), and it comes from CSS, so the two halves of the collision now have two DIFFERENT named sources	ATTRIBUTION CORRECTED 0.1: was `FigDown`. WEAK: WaveDrom attests "Spacers and Gaps" as a section heading and `|` as the character, not `gap` as a key. SECOND DECLARED EXCEPTION (core §10): the one live cross-namespace spelling whose two sides denote DIFFERENT concepts; accepted under `GENRE-KEYWORD-ALLOWLIST` section disjointness.
pipe	keyword	GFM	|	none	line-start token for a table row; not a keyword, counted separately	normative	-	-
